"Uxmean","U:0","U:1","U:2","pMean","pPrime2Mean","Q","QMean","p","UMean:0","UMean:1","UMean:2","vorticityMean:0","vorticityMean:1","vorticityMean:2","vorticity:0","vorticity:1","vorticity:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","PmeanPSI","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.0606,-7.2609,1.0725,0.18899,286.16,3.4046,4.7247e+09,2.6727e+07,285.44,-9.0606,0.052171,-0.014642,27102,-41188,88810,-3762.7,-1.1416e+05,94116,2.6399,-0.27564,0.16835,1.3237,0.23724,-0.09092,56.677,1,0.00025333,-0.00074667,3e-05,-2e-05
9.0746,-7.2804,1.2047,0.30867,286.2,3.4155,4.0454e+09,-8.374e+05,285.59,-9.0746,0.049649,-0.013914,26953,-41601,88952,-6726.2,-1.1162e+05,79542,2.6925,-0.30184,0.18134,1.3336,0.24019,-0.091391,56.683,1,0.00025467,-0.00074533,3e-05,-2e-05
9.0886,-7.3127,1.3135,0.43172,286.25,3.4295,3.0544e+09,-4.2861e+07,285.76,-9.0886,0.047079,-0.013086,26750,-42039,88929,-6972.8,-1.0425e+05,63784,2.746,-0.32919,0.19425,1.344,0.24316,-0.09176,56.69,1,0.000256,-0.000744,3e-05,-2e-05
9.0886,-7.3127,1.3135,0.43172,286.25,3.4295,3.0544e+09,-4.2861e+07,285.76,-9.0886,0.047079,-0.013086,26750,-42039,88929,-6972.8,-1.0425e+05,63784,2.746,-0.32919,0.19425,1.344,0.24316,-0.09176,56.69,1,0.00025733,-0.00074267,3e-05,-2e-05
9.1024,-7.3572,1.3958,0.55009,286.29,3.4389,1.7764e+09,-8.7147e+07,285.95,-9.1024,0.044516,-0.012403,26506,-42343,88933,-3823.6,-90729,46571,2.801,-0.35791,0.20742,1.3545,0.24614,-0.091934,56.696,1,0.00025867,-0.00074133,3e-05,-2e-05
9.1164,-7.4151,1.4488,0.65467,286.33,3.4522,3.1224e+08,-1.4551e+08,286.17,-9.1164,0.041861,-0.011607,26221,-42689,88733,2603.9,-69378,28195,2.8572,-0.38789,0.22045,1.3655,0.24917,-0.092038,56.702,1,0.00026,-0.00074,3e-05,-2e-05
9.1164,-7.4151,1.4488,0.65467,286.33,3.4522,3.1224e+08,-1.4551e+08,286.17,-9.1164,0.041861,-0.011607,26221,-42689,88733,2603.9,-69378,28195,2.8572,-0.38789,0.22045,1.3655,0.24917,-0.092038,56.702,1,0.00026133,-0.00073867,3e-05,-2e-05
9.1302,-7.485,1.4701,0.73186,286.37,3.4625,-1.0482e+09,-2.0302e+08,286.39,-9.1302,0.039258,-0.010994,25963,-43025,88634,11086,-38752,9249.6,2.9155,-0.4194,0.23363,1.3764,0.25219,-0.091962,56.708,1,0.00026267,-0.00073733,3e-05,-2e-05
9.144,-7.568,1.4596,0.7653,286.41,3.4769,-1.9504e+09,-2.7354e+08,286.6,-9.144,0.03658,-0.01032,25669,-43304,88354,19966,-4244.1,-9069.8,2.9751,-0.45232,0.24664,1.3877,0.25522,-0.091888,56.714,1,0.000264,-0.000736,3e-05,-2e-05
9.144,-7.568,1.4596,0.7653,286.41,3.4769,-1.9504e+09,-2.7354e+08,286.6,-9.144,0.03658,-0.01032,25669,-43304,88354,19966,-4244.1,-9069.8,2.9751,-0.45232,0.24664,1.3877,0.25522,-0.091888,56.714,1,0.00026533,-0.00073467,3e-05,-2e-05
9.1575,-7.6632,1.42,0.75776,286.45,3.4898,-2.1861e+09,-3.4406e+08,286.83,-9.1575,0.033888,-0.0098432,25355,-43505,87920,30722,33459,-25335,3.0371,-0.4867,0.25973,1.3989,0.25815,-0.091732,56.719,1,0.00026667,-0.00073333,3e-05,-2e-05
9.1712,-7.7723,1.3559,0.6926,286.49,3.5057,-1.9777e+09,-4.1294e+08,287.03,-9.1712,0.031011,-0.0093665,25036,-43689,87295,35227,71871,-37622,3.1011,-0.52254,0.27259,1.4104,0.26104,-0.091638,56.725,1,0.000268,-0.000732,3e-05,-2e-05
9.1712,-7.7723,1.3559,0.6926,286.49,3.5057,-1.9777e+09,-4.1294e+08,287.03,-9.1712,0.031011,-0.0093665,25036,-43689,87295,35227,71871,-37622,3.1011,-0.52254,0.27259,1.4104,0.26104,-0.091638,56.725,1,0.00026933,-0.00073067,3e-05,-2e-05
9.1846,-7.8988,1.2764,0.57899,286.52,3.523,-1.7963e+09,-4.7325e+08,287.23,-9.1846,0.028098,-0.0090676,24731,-43767,86551,36129,1.0165e+05,-45037,3.1677,-0.55991,0.28555,1.4218,0.26382,-0.091509,56.73,1,0.00027067,-0.00072933,3e-05,-2e-05
9.198,-8.0437,1.19,0.42705,286.56,3.544,-2.1901e+09,-5.4455e+08,287.42,-9.198,0.024967,-0.0088406,24447,-43920,85640,33699,1.2021e+05,-47813,3.2366,-0.59873,0.29831,1.4333,0.26649,-0.091493,56.736,1,0.000272,-0.000728,3e-05,-2e-05
9.198,-8.0437,1.19,0.42705,286.56,3.544,-2.1901e+09,-5.4455e+08,287.42,-9.198,0.024967,-0.0088406,24447,-43920,85640,33699,1.2021e+05,-47813,3.2366,-0.59873,0.29831,1.4333,0.26649,-0.091493,56.736,1,0.00027333,-0.00072667,3e-05,-2e-05
9.211,-8.2087,1.1042,0.25369,286.59,3.5652,-3.4865e+09,-6.0393e+08,287.6,-9.211,0.021775,-0.0087453,24213,-43918,84612,28210,1.2573e+05,-46980,3.3087,-0.63881,0.31112,1.4447,0.2692,-0.09149,56.741,1,0.00027467,-0.00072533,3e-05,-2e-05
9.224,-8.393,1.0235,0.075781,286.63,3.5907,-5.5886e+09,-6.8087e+08,287.76,-9.224,0.018327,-0.0087128,24020,-43952,83425,21572,1.1877e+05,-43930,3.3831,-0.68017,0.32388,1.456,0.27191,-0.091607,56.746,1,0.000276,-0.000724,3e-05,-2e-05
9.224,-8.393,1.0235,0.075781,286.63,3.5907,-5.5886e+09,-6.8087e+08,287.76,-9.224,0.018327,-0.0087128,24020,-43952,83425,21572,1.1877e+05,-43930,3.3831,-0.68017,0.32388,1.456,0.27191,-0.091607,56.746,1,0.00027733,-0.00072267,3e-05,-2e-05
9.2364,-8.5949,0.94942,-0.092128,286.66,3.6212,-8.1732e+09,-7.6503e+08,287.89,-9.2364,0.014838,-0.0087657,23831,-44026,81989,14811,1.0137e+05,-40276,3.4609,-0.72263,0.33675,1.4671,0.27484,-0.091812,56.751,1,0.00027867,-0.00072133,3e-05,-2e-05
9.2483,-8.8121,0.88137,-0.23967,286.69,3.6534,-1.0772e+10,-8.5668e+08,288,-9.2483,0.01116,-0.0090182,23699,-44135,80421,8579.4,76101,-37004,3.5417,-0.76608,0.34984,1.4779,0.2778,-0.092141,56.755,1,0.00028,-0.00072,3e-05,-2e-05
9.2483,-8.8121,0.88137,-0.23967,286.69,3.6534,-1.0772e+10,-8.5668e+08,288,-9.2483,0.01116,-0.0090182,23699,-44135,80421,8579.4,76101,-37004,3.5417,-0.76608,0.34984,1.4779,0.2778,-0.092141,56.755,1,0.00028133,-0.00071867,3e-05,-2e-05
9.26,-9.0402,0.81959,-0.3578,286.72,3.6911,-1.2816e+10,-9.3374e+08,288.07,-9.26,0.0072914,-0.0092003,23534,-44292,78619,2908.5,44068,-32644,3.6253,-0.81021,0.36285,1.4885,0.28111,-0.092492,56.759,1,0.00028267,-0.00071733,3e-05,-2e-05
9.2712,-9.2734,0.7656,-0.44014,286.75,3.7313,-1.3848e+10,-1.0099e+09,288.09,-9.2712,0.003272,-0.0095079,23390,-44407,76731,-2167.5,7997.1,-26878,3.712,-0.85504,0.37607,1.4987,0.28439,-0.092896,56.763,1,0.000284,-0.000716,3e-05,-2e-05
9.2712,-9.2734,0.7656,-0.44014,286.75,3.7313,-1.3848e+10,-1.0099e+09,288.09,-9.2712,0.003272,-0.0095079,23390,-44407,76731,-2167.5,7997.1,-26878,3.712,-0.85504,0.37607,1.4987,0.28439,-0.092896,56.763,1,0.00028533,-0.00071467,3e-05,-2e-05
9.2818,-9.5049,0.72184,-0.48382,286.77,3.7772,-1.3695e+10,-1.0966e+09,288.07,-9.2818,-0.00090926,-0.009785,23218,-44581,74667,-6698.7,-28922,-18825,3.801,-0.90019,0.38899,1.5087,0.28791,-0.093256,56.767,1,0.00028667,-0.00071333,3e-05,-2e-05
9.2918,-9.7301,0.69028,-0.49128,286.8,3.825,-1.2517e+10,-1.173e+09,288,-9.2918,-0.0052438,-0.010155,23040,-44838,72512,-10815,-63546,-8576.7,3.8931,-0.94559,0.4019,1.5181,0.29137,-0.093618,56.771,1,0.000288,-0.000712,3e-05,-2e-05
9.2918,-9.7301,0.69028,-0.49128,286.8,3.825,-1.2517e+10,-1.173e+09,288,-9.2918,-0.0052438,-0.010155,23040,-44838,72512,-10815,-63546,-8576.7,3.8931,-0.94559,0.4019,1.5181,0.29137,-0.093618,56.771,1,0.00028933,-0.00071067,3e-05,-2e-05
9.3013,-9.9448,0.67278,-0.46796,286.82,3.8789,-1.0667e+10,-1.2522e+09,287.89,-9.3013,-0.009747,-0.010393,22804,-45032,70257,-14546,-92996,4166.1,3.9872,-0.99108,0.41434,1.5273,0.29502,-0.093983,56.775,1,0.00029067,-0.00070933,3e-05,-2e-05
9.3102,-10.147,0.67,-0.42264,286.85,3.937,-8.5267e+09,-1.3023e+09,287.74,-9.3102,-0.014356,-0.010782,22554,-45397,67933,-18003,-1.1615e+05,18942,4.0837,-1.0367,0.42651,1.536,0.2986,-0.094341,56.778,1,0.000292,-0.000708,3e-05,-2e-05
9.3102,-10.147,0.67,-0.42264,286.85,3.937,-8.5267e+09,-1.3023e+09,287.74,-9.3102,-0.014356,-0.010782,22554,-45397,67933,-18003,-1.1615e+05,18942,4.0837,-1.0367,0.42651,1.536,0.2986,-0.094341,56.778,1,0.00029333,-0.00070667,3e-05,-2e-05
9.3185,-10.336,0.68148,-0.36371,286.87,3.999,-6.4126e+09,-1.3664e+09,287.57,-9.3185,-0.01908,-0.011011,22208,-45808,65511,-21082,-1.3242e+05,35583,4.1819,-1.0824,0.43813,1.5443,0.30236,-0.094681,56.781,1,0.00029467,-0.00070533,3e-05,-2e-05
9.326,-10.511,0.70573,-0.29969,286.88,4.064,-4.4507e+09,-1.4089e+09,287.38,-9.326,-0.023884,-0.011338,21862,-46308,63100,-23826,-1.4256e+05,53405,4.2819,-1.1281,0.44926,1.5523,0.30615,-0.095046,56.783,1,0.000296,-0.000704,3e-05,-2e-05
9.326,-10.511,0.70573,-0.29969,286.88,4.064,-4.4507e+09,-1.4089e+09,287.38,-9.326,-0.023884,-0.011338,21862,-46308,63100,-23826,-1.4256e+05,53405,4.2819,-1.1281,0.44926,1.5523,0.30615,-0.095046,56.783,1,0.00029733,-0.00070267,3e-05,-2e-05
9.3333,-10.674,0.74099,-0.23646,286.9,4.134,-2.7435e+09,-1.4464e+09,287.19,-9.3333,-0.028867,-0.011369,21393,-46746,60628,-25980,-1.4722e+05,72496,4.3835,-1.1739,0.45976,1.5599,0.31004,-0.095465,56.786,1,0.00029867,-0.00070133,3e-05,-2e-05
9.3399,-10.823,0.78431,-0.17926,286.92,4.2074,-1.2118e+09,-1.4663e+09,286.99,-9.3399,-0.033858,-0.011596,20910,-47412,58176,-27726,-1.4841e+05,91970,4.4864,-1.22,0.46953,1.5673,0.31406,-0.095878,56.788,1,0.0003,-0.0007,3e-05,-2e-05
9.3399,-10.823,0.78431,-0.17926,286.92,4.2074,-1.2118e+09,-1.4663e+09,286.99,-9.3399,-0.033858,-0.011596,20910,-47412,58176,-27726,-1.4841e+05,91970,4.4864,-1.22,0.46953,1.5673,0.31406,-0.095878,56.788,1,0.00030133,-0.00069867,3e-05,-2e-05
9.3458,-10.959,0.83308,-0.13013,286.93,4.2842,1.3351e+08,-1.4757e+09,286.81,-9.3458,-0.038936,-0.011567,20332,-48108,55696,-28885,-1.4698e+05,1.1167e+05,4.5902,-1.2662,0.47861,1.5744,0.31813,-0.096372,56.79,1,0.00030267,-0.00069733,3e-05,-2e-05
9.3513,-11.081,0.88472,-0.090661,286.94,4.3644,1.3171e+09,-1.4782e+09,286.63,-9.3513,-0.044047,-0.011641,19742,-48966,53231,-29561,-1.4463e+05,1.3125e+05,4.6946,-1.3124,0.48685,1.5812,0.32239,-0.096835,56.791,1,0.000304,-0.000696,3e-05,-2e-05
9.3513,-11.081,0.88472,-0.090661,286.94,4.3644,1.3171e+09,-1.4782e+09,286.63,-9.3513,-0.044047,-0.011641,19742,-48966,53231,-29561,-1.4463e+05,1.3125e+05,4.6946,-1.3124,0.48685,1.5812,0.32239,-0.096835,56.791,1,0.00030533,-0.00069467,3e-05,-2e-05
9.3564,-11.19,0.9372,-0.060337,286.95,4.4467,2.3099e+09,-1.4748e+09,286.47,-9.3564,-0.049175,-0.011522,19068,-49821,50782,-29635,-1.4198e+05,1.5045e+05,4.7991,-1.3588,0.49431,1.5879,0.32674,-0.097427,56.793,1,0.00030667,-0.00069333,3e-05,-2e-05
9.361,-11.284,0.98857,-0.038562,286.95,4.5303,3.087e+09,-1.4701e+09,286.33,-9.361,-0.054256,-0.01147,18386,-50860,48330,-29208,-1.4019e+05,1.6879e+05,4.9038,-1.4053,0.5009,1.5944,0.33125,-0.098073,56.793,1,0.000308,-0.000692,3e-05,-2e-05
9.361,-11.284,0.98857,-0.038562,286.95,4.5303,3.087e+09,-1.4701e+09,286.33,-9.361,-0.054256,-0.01147,18386,-50860,48330,-29208,-1.4019e+05,1.6879e+05,4.9038,-1.4053,0.5009,1.5944,0.33125,-0.098073,56.793,1,0.00030933,-0.00069067,3e-05,-2e-05
9.3653,-11.365,1.0374,-0.023605,286.95,4.6168,3.572e+09,-1.4711e+09,286.22,-9.3653,-0.059317,-0.011252,17668,-51936,45814,-28218,-1.3925e+05,1.8552e+05,5.008,-1.4517,0.50668,1.6007,0.33583,-0.098792,56.794,1,0.00031067,-0.00068933,3e-05,-2e-05
9.3693,-11.432,1.0821,-0.0142,286.96,4.7028,3.7661e+09,-1.4652e+09,286.13,-9.3693,-0.064303,-0.011126,16898,-53088,43333,-26864,-1.3977e+05,1.9948e+05,5.1109,-1.4981,0.5116,1.6069,0.34058,-0.099574,56.794,1,0.000312,-0.000688,3e-05,-2e-05
9.3693,-11.432,1.0821,-0.0142,286.96,4.7028,3.7661e+09,-1.4652e+09,286.13,-9.3693,-0.064303,-0.011126,16898,-53088,43333,-26864,-1.3977e+05,1.9948e+05,5.1109,-1.4981,0.5116,1.6069,0.34058,-0.099574,56.794,1,0.00031333,-0.00068667,3e-05,-2e-05
9.3732,-11.486,1.1225,-0.0081657,286.95,4.7898,3.783e+09,-1.4488e+09,286.08,-9.3732,-0.069206,-0.0108,16136,-54316,40762,-24961,-1.4167e+05,2.1269e+05,5.2125,-1.5444,0.51556,1.6129,0.3454,-0.10033,56.794,1,0.00031467,-0.00068533,3e-05,-2e-05
9.3769,-11.526,1.1586,-0.0041253,286.95,4.8751,3.6058e+09,-1.4501e+09,286.05,-9.3769,-0.073972,-0.010583,15345,-55684,38149,-22449,-1.451e+05,2.236e+05,5.3127,-1.5907,0.51881,1.619,0.35029,-0.10118,56.793,1,0.000316,-0.000684,3e-05,-2e-05
9.3769,-11.526,1.1586,-0.0041253,286.95,4.8751,3.6058e+09,-1.4501e+09,286.05,-9.3769,-0.073972,-0.010583,15345,-55684,38149,-22449,-1.451e+05,2.236e+05,5.3127,-1.5907,0.51881,1.619,0.35029,-0.10118,56.793,1,0.00031733,-0.00068267,3e-05,-2e-05
9.3806,-11.555,1.1903,-3.153e-05,286.95,4.9597,3.2926e+09,-1.4569e+09,286.06,-9.3806,-0.078644,-0.010237,14559,-57109,35415,-19442,-1.496e+05,2.3194e+05,5.4111,-1.6365,0.5209,1.6248,0.35531,-0.1018,56.793,1,0.00031867,-0.00068133,3e-05,-2e-05
9.3842,-11.573,1.2183,0.0054061,286.94,5.0429,2.9633e+09,-1.4465e+09,286.1,-9.3842,-0.083234,-0.0099305,13752,-58660,32657,-15832,-1.5509e+05,2.3764e+05,5.5072,-1.6821,0.52218,1.6307,0.36036,-0.10242,56.791,1,0.00032,-0.00068,3e-05,-2e-05
9.3842,-11.573,1.2183,0.0054061,286.94,5.0429,2.9633e+09,-1.4465e+09,286.1,-9.3842,-0.083234,-0.0099305,13752,-58660,32657,-15832,-1.5509e+05,2.3764e+05,5.5072,-1.6821,0.52218,1.6307,0.36036,-0.10242,56.791,1,0.00032133,-0.00067867,3e-05,-2e-05
9.388,-11.583,1.2432,0.014006,286.93,5.1208,2.6389e+09,-1.4591e+09,286.15,-9.388,-0.087681,-0.0094657,12944,-60170,29798,-11368,-1.6058e+05,2.3964e+05,5.6017,-1.7275,0.52231,1.6366,0.36559,-0.10279,56.79,1,0.00032267,-0.00067733,3e-05,-2e-05
9.3919,-11.585,1.2653,0.026109,286.91,5.1952,2.2824e+09,-1.446e+09,286.21,-9.3919,-0.092077,-0.0091047,12150,-61837,26790,-6055.2,-1.6593e+05,2.3732e+05,5.6941,-1.7726,0.52153,1.6423,0.37072,-0.10301,56.788,1,0.000324,-0.000676,3e-05,-2e-05
9.3919,-11.585,1.2653,0.026109,286.91,5.1952,2.2824e+09,-1.446e+09,286.21,-9.3919,-0.092077,-0.0091047,12150,-61837,26790,-6055.2,-1.6593e+05,2.3732e+05,5.6941,-1.7726,0.52153,1.6423,0.37072,-0.10301,56.788,1,0.00032533,-0.00067467,3e-05,-2e-05
9.3957,-11.579,1.2844,0.042835,286.9,5.2634,1.8546e+09,-1.4673e+09,286.31,-9.3957,-0.096391,-0.0085991,11352,-63548,23655,40.316,-1.6992e+05,2.2952e+05,5.7839,-1.8172,0.51938,1.6481,0.37601,-0.10296,56.785,1,0.00032667,-0.00067333,3e-05,-2e-05
9.3995,-11.568,1.3005,0.063885,286.88,5.3303,1.2519e+09,-1.433e+09,286.39,-9.3995,-0.10067,-0.0081781,10614,-65328,20430,6781.3,-1.7202e+05,2.1615e+05,5.8718,-1.8613,0.51634,1.6539,0.38113,-0.10269,56.782,1,0.000328,-0.000672,3e-05,-2e-05
9.3995,-11.568,1.3005,0.063885,286.88,5.3303,1.2519e+09,-1.433e+09,286.39,-9.3995,-0.10067,-0.0081781,10614,-65328,20430,6781.3,-1.7202e+05,2.1615e+05,5.8718,-1.8613,0.51634,1.6539,0.38113,-0.10269,56.782,1,0.00032933,-0.00067067,3e-05,-2e-05
9.4035,-11.55,1.3145,0.090274,286.86,5.3883,1.0496e+09,-1.4554e+09,286.48,-9.4035,-0.10494,-0.0074978,9843.1,-67018,17091,13556,-1.7055e+05,1.9692e+05,5.9574,-1.9052,0.51193,1.66,0.38628,-0.10214,56.779,1,0.00033067,-0.00066933,3e-05,-2e-05
9.4075,-11.526,1.3255,0.12083,286.83,5.4403,4.6467e+08,-1.4302e+09,286.58,-9.4075,-0.10915,-0.0069828,9150.8,-68867,13624,20632,-1.6657e+05,1.7009e+05,6.0415,-1.9488,0.50655,1.6659,0.39132,-0.10131,56.776,1,0.000332,-0.000668,3e-05,-2e-05
9.4075,-11.526,1.3255,0.12083,286.83,5.4403,4.6467e+08,-1.4302e+09,286.58,-9.4075,-0.10915,-0.0069828,9150.8,-68867,13624,20632,-1.6657e+05,1.7009e+05,6.0415,-1.9488,0.50655,1.6659,0.39132,-0.10131,56.776,1,0.00033333,-0.00066667,3e-05,-2e-05
9.4115,-11.496,1.3322,0.15405,286.8,5.4827,-3.8428e+08,-1.4439e+09,286.66,-9.4115,-0.1134,-0.0063147,8453.2,-70640,9979.6,28131,-1.5724e+05,1.3637e+05,6.1241,-1.992,0.49998,1.6723,0.39628,-0.10019,56.771,1,0.00033467,-0.00066533,3e-05,-2e-05
9.4154,-11.456,1.3349,0.18855,286.77,5.5181,-1.4201e+09,-1.4346e+09,286.73,-9.4154,-0.11772,-0.005745,7831.3,-72503,6185,36241,-1.4503e+05,97709,6.2054,-2.0348,0.49232,1.6789,0.40105,-0.098784,56.767,1,0.000336,-0.000664,3e-05,-2e-05
9.4154,-11.456,1.3349,0.18855,286.77,5.5181,-1.4201e+09,-1.4346e+09,286.73,-9.4154,-0.11772,-0.005745,7831.3,-72503,6185,36241,-1.4503e+05,97709,6.2054,-2.0348,0.49232,1.6789,0.40105,-0.098784,56.767,1,0.00033733,-0.00066267,3e-05,-2e-05
9.4194,-11.405,1.3303,0.22526,286.74,5.543,-2.5816e+09,-1.4457e+09,286.8,-9.4194,-0.12218,-0.0050221,7275.5,-74248,2242.1,45382,-1.3277e+05,47555,6.286,-2.0774,0.48364,1.6858,0.40566,-0.097157,56.762,1,0.00033867,-0.00066133,3e-05,-2e-05
9.4232,-11.338,1.3162,0.26397,286.7,5.5615,-3.7228e+09,-1.4376e+09,286.84,-9.4232,-0.12673,-0.0043952,6801.7,-76127,-1796.5,55168,-1.2019e+05,-9390.7,6.3661,-2.1196,0.47378,1.6928,0.41018,-0.095101,56.756,1,0.00034,-0.00066,3e-05,-2e-05
9.4232,-11.338,1.3162,0.26397,286.7,5.5615,-3.7228e+09,-1.4376e+09,286.84,-9.4232,-0.12673,-0.0043952,6801.7,-76127,-1796.5,55168,-1.2019e+05,-9390.7,6.3661,-2.1196,0.47378,1.6928,0.41018,-0.095101,56.756,1,0.00034133,-0.00065867,3e-05,-2e-05
9.427,-11.252,1.2919,0.30664,286.66,5.57,-4.7263e+09,-1.4552e+09,286.88,-9.427,-0.13143,-0.0036111,6421.6,-77843,-5985.3,64532,-1.0826e+05,-70684,6.4464,-2.1617,0.46308,1.7,0.41441,-0.092906,56.75,1,0.00034267,-0.00065733,3e-05,-2e-05
9.4305,-11.148,1.2558,0.35296,286.61,5.5704,-5.6027e+09,-1.4791e+09,286.92,-9.4305,-0.13632,-0.0029736,6108.6,-79540,-10242,73596,-94936,-1.3599e+05,6.5266,-2.2034,0.4513,1.7074,0.41854,-0.090274,56.744,1,0.000344,-0.000656,3e-05,-2e-05
9.4305,-11.148,1.2558,0.35296,286.61,5.5704,-5.6027e+09,-1.4791e+09,286.92,-9.4305,-0.13632,-0.0029736,6108.6,-79540,-10242,73596,-94936,-1.3599e+05,6.5266,-2.2034,0.4513,1.7074,0.41854,-0.090274,56.744,1,0.00034533,-0.00065467,3e-05,-2e-05
9.4341,-11.03,1.207,0.39814,286.57,5.5578,-6.8066e+09,-1.5222e+09,286.92,-9.4341,-0.14132,-0.0022033,5871.2,-81180,-14612,83534,-72848,-2.0544e+05,6.6075,-2.2446,0.43858,1.7149,0.42248,-0.087406,56.737,1,0.00034667,-0.00065333,3e-05,-2e-05
9.4372,-10.865,1.1403,0.43946,286.51,5.5383,-7.2119e+09,-1.5451e+09,286.86,-9.4372,-0.14649,-0.0015793,5778.8,-82800,-19012,94426,-47083,-2.7806e+05,6.6894,-2.2853,0.42506,1.7224,0.42608,-0.084214,56.729,1,0.000348,-0.000652,3e-05,-2e-05
9.4372,-10.865,1.1403,0.43946,286.51,5.5383,-7.2119e+09,-1.5451e+09,286.86,-9.4372,-0.14649,-0.0015793,5778.8,-82800,-19012,94426,-47083,-2.7806e+05,6.6894,-2.2853,0.42506,1.7224,0.42608,-0.084214,56.729,1,0.00034933,-0.00065067,3e-05,-2e-05
9.4401,-10.672,1.0534,0.48083,286.46,5.5064,-6.6568e+09,-1.5591e+09,286.8,-9.4401,-0.15176,-0.00087875,5711.9,-84284,-23454,1.0412e+05,-25495,-3.4812e+05,6.7721,-2.3253,0.41065,1.7298,0.42958,-0.08074,56.721,1,0.00035067,-0.00064933,3e-05,-2e-05
9.4425,-10.454,0.94977,0.52329,286.4,5.4692,-6.153e+09,-1.5982e+09,286.74,-9.4425,-0.15718,-0.0003719,5779,-85750,-27916,1.1134e+05,-5712.3,-4.127e+05,6.8554,-2.3645,0.39565,1.7369,0.43265,-0.07695,56.712,1,0.000352,-0.000648,3e-05,-2e-05
9.4425,-10.454,0.94977,0.52329,286.4,5.4692,-6.153e+09,-1.5982e+09,286.74,-9.4425,-0.15718,-0.0003719,5779,-85750,-27916,1.1134e+05,-5712.3,-4.127e+05,6.8554,-2.3645,0.39565,1.7369,0.43265,-0.07695,56.712,1,0.00035333,-0.00064667,3e-05,-2e-05
9.445,-10.209,0.82872,0.56295,286.33,5.4193,-5.5381e+09,-1.6079e+09,286.64,-9.445,-0.16272,0.00029405,5887,-87003,-32321,1.1734e+05,22298,-4.7622e+05,6.94,-2.4029,0.37989,1.7437,0.43552,-0.072901,56.703,1,0.00035467,-0.00064533,3e-05,-2e-05
9.4471,-9.932,0.69329,0.59661,286.27,5.364,-5.2579e+09,-1.6265e+09,286.52,-9.4471,-0.16838,0.00072101,6073.4,-88252,-36686,1.2206e+05,50484,-5.244e+05,7.0255,-2.4403,0.36379,1.75,0.43789,-0.068555,56.693,1,0.000356,-0.000644,3e-05,-2e-05
9.4471,-9.932,0.69329,0.59661,286.27,5.364,-5.2579e+09,-1.6265e+09,286.52,-9.4471,-0.16838,0.00072101,6073.4,-88252,-36686,1.2206e+05,50484,-5.244e+05,7.0255,-2.4403,0.36379,1.75,0.43789,-0.068555,56.693,1,0.00035733,-0.00064267,3e-05,-2e-05
9.4489,-9.6402,0.54946,0.62558,286.2,5.2975,-4.6624e+09,-1.6216e+09,286.38,-9.4489,-0.17415,0.0012459,6271.9,-89422,-40972,1.2418e+05,75050,-5.6278e+05,7.1122,-2.4768,0.34708,1.7556,0.43986,-0.063883,56.683,1,0.00035867,-0.00064133,3e-05,-2e-05
9.4505,-9.3403,0.40029,0.64877,286.12,5.2304,-4.2476e+09,-1.5828e+09,286.24,-9.4505,-0.17992,0.0015842,6508.7,-90445,-45115,1.2444e+05,1.0117e+05,-5.9237e+05,7.2003,-2.512,0.33027,1.7607,0.44137,-0.058867,56.672,1,0.00036,-0.00064,3e-05,-2e-05
9.4505,-9.3403,0.40029,0.64877,286.12,5.2304,-4.2476e+09,-1.5828e+09,286.24,-9.4505,-0.17992,0.0015842,6508.7,-90445,-45115,1.2444e+05,1.0117e+05,-5.9237e+05,7.2003,-2.512,0.33027,1.7607,0.44137,-0.058867,56.672,1,0.00036133,-0.00063867,3e-05,-2e-05
9.4525,-9.0343,0.24883,0.66434,286.05,5.1475,-4.0602e+09,-1.5471e+09,286.08,-9.4525,-0.18574,0.0022022,6760.4,-91241,-49038,1.2306e+05,1.2896e+05,-6.1264e+05,7.2898,-2.546,0.31291,1.7652,0.4424,-0.053502,56.66,1,0.00036267,-0.00063733,3e-05,-2e-05
9.4542,-8.7288,0.10064,0.6703,285.96,5.062,-4.5571e+09,-1.4885e+09,285.91,-9.4542,-0.19143,0.0024993,7039.7,-92080,-52694,1.2064e+05,1.5749e+05,-6.2116e+05,7.3811,-2.5788,0.29577,1.7692,0.44291,-0.047865,56.648,1,0.000364,-0.000636,3e-05,-2e-05
9.4542,-8.7288,0.10064,0.6703,285.96,5.062,-4.5571e+09,-1.4885e+09,285.91,-9.4542,-0.19143,0.0024993,7039.7,-92080,-52694,1.2064e+05,1.5749e+05,-6.2116e+05,7.3811,-2.5788,0.29577,1.7692,0.44291,-0.047865,56.648,1,0.00036533,-0.00063467,3e-05,-2e-05
9.4561,-8.4276,-0.040987,0.6666,285.88,4.9668,-5.2582e+09,-1.4063e+09,285.74,-9.4561,-0.19699,0.0030211,7303.9,-92802,-56190,1.173e+05,1.8557e+05,-6.2523e+05,7.4744,-2.6104,0.27823,1.7726,0.44288,-0.041779,56.636,1,0.00036667,-0.00063333,3e-05,-2e-05
